Order_ID,Order_Date,Ship_Date,Region,State,City,Segment,Category,Sub_Category,Product,Quantity,Discount,Sales,Profit
ORD-2025-05597,2024-01-08,2024-01-12,North,Haryana,Gurugram,Consumer,Furniture,Tables,Office Table,5,0.139,23661.54,2742.38
ORD-2025-00303,2024-01-08,2024-01-09,East,Bihar,Patna,Corporate,Furniture,Tables,Side Table,6,0.067,34858.77,3796.04
ORD-2025-01069,2024-01-08,2024-01-15,West,Rajasthan,Udaipur,Consumer,Technology,Phones,Feature Phone C,3,0.091,21540.35,2353.75
ORD-2024-04782,2024-01-08,2024-01-09,West,Gujarat,Ahmedabad,Home Office,Office Supplies,Art,Markers Set,6,0.0,1494.52,545.88
ORD-2025-05873,2024-01-09,2024-01-15,East,Odisha,Cuttack,Home Office,Technology,Computers,Desktop Mini,4,0.0,52083.7,9152.92
ORD-2025-03817,2024-01-09,2024-01-10,West,Goa,Panaji,Home Office,Technology,Phones,Smartphone A,1,0.0,7891.99,2149.02
ORD-2025-05909,2024-01-09,2024-01-11,Central,Madhya Pradesh,Indore,Home Office,Office Supplies,Binders,Sheet Protectors,5,0.059,830.52,254.0
ORD-2025-00789,2024-01-09,2024-01-14,South,Telangana,Hyderabad,Home Office,Furniture,Tables,Conference Table,2,0.0,6926.73,688.6
ORD-2025-03899,2024-01-09,2024-01-13,South,Kerala,Thiruvananthapuram,Home Office,Technology,Phones,Smartphone B,4,0.096,26615.65,3415.29
ORD-2024-00800,2024-01-09,2024-01-12,East,Bihar,Patna,Consumer,Furniture,Chairs,Gaming Chair,3,0.158,13737.65,1544.98
ORD-2024-05432,2024-01-09,2024-01-13,Central,Jharkhand,Ranchi,Home Office,Office Supplies,Art,Stapler,2,0.028,354.23,55.87
ORD-2024-04388,2024-01-09,2024-01-12,West,Goa,Panaji,Home Office,Furniture,Tables,Conference Table,7,0.118,42791.95,1107.58
ORD-2024-01680,2024-01-10,2024-01-12,Central,Chhattisgarh,Raipur,Consumer,Technology,Accessories,Charger Y,4,0.103,11977.44,3341.84
ORD-2024-05072,2024-01-10,2024-01-12,North,Delhi,New Delhi,Home Office,Office Supplies,Storage,Label Maker,1,0.0,356.72,60.91
ORD-2024-00838,2024-01-11,2024-01-16,North,Delhi,New Delhi,Home Office,Furniture,Tables,Side Table,6,0.132,35404.1,4184.25
ORD-2025-01037,2024-01-11,2024-01-16,South,Tamil Nadu,Coimbatore,Corporate,Office Supplies,Storage,Desk Organizer,3,0.0,891.04,202.44
ORD-2025-04225,2024-01-11,2024-01-18,Central,Chhattisgarh,Raipur,Corporate,Technology,Phones,Smartphone B,6,0.0,54312.15,14242.35
ORD-2025-01119,2024-01-11,2024-01-16,South,Telangana,Hyderabad,Home Office,Furniture,Chairs,Gaming Chair,2,0.08,8582.28,1222.13
ORD-2025-03099,2024-01-11,2024-01-12,Central,Chhattisgarh,Raipur,Home Office,Office Supplies,Art,Pen Pack,4,0.284,706.31,140.31
ORD-2025-04925,2024-01-11,2024-01-13,West,Rajasthan,Udaipur,Corporate,Office Supplies,Art,Pen Pack,7,0.068,1269.64,200.67
ORD-2024-00410,2024-01-11,2024-01-16,South,Telangana,Hyderabad,Consumer,Office Supplies,Art,Stapler,5,0.187,859.34,266.79
ORD-2025-04041,2024-01-11,2024-01-14,East,Bihar,Patna,Consumer,Furniture,Tables,Office Table,3,0.084,14463.38,2093.45
ORD-2024-03132,2024-01-12,2024-01-14,East,Odisha,Bhubaneswar,Consumer,Furniture,Chairs,Visitor Chair,2,0.182,7854.02,1035.92
ORD-2024-00888,2024-01-12,2024-01-18,South,Karnataka,Mysuru,Home Office,Technology,Phones,Feature Phone C,5,0.108,34128.45,9400.6
ORD-2024-05136,2024-01-12,2024-01-14,South,Telangana,Hyderabad,Home Office,Technology,Accessories,Powerbank Z,1,0.058,3687.0,180.03
ORD-2025-04099,2024-01-12,2024-01-18,West,Goa,Panaji,Consumer,Office Supplies,Binders,Sheet Protectors,2,0.0,580.77,137.65
ORD-2025-05739,2024-01-13,2024-01-19,West,Rajasthan,Jaipur,Corporate,Furniture,Tables,Office Table,7,0.129,31435.18,4067.12
ORD-2024-01622,2024-01-13,2024-01-16,West,Rajasthan,Udaipur,Corporate,Office Supplies,Paper,Notepad,1,0.035,139.93,23.6
ORD-2024-05062,2024-01-13,2024-01-16,West,Rajasthan,Udaipur,Corporate,Technology,Phones,Feature Phone C,7,0.049,67245.83,9463.78
ORD-2025-02971,2024-01-13,2024-01-15,East,Assam,Guwahati,Home Office,Technology,Computers,Laptop Air,3,0.064,32925.45,3110.8
ORD-2025-04499,2024-01-13,2024-01-17,West,Goa,Panaji,Consumer,Technology,Phones,Smartphone B,4,0.186,28482.24,6707.6
ORD-2025-03501,2024-01-13,2024-01-19,Central,Jharkhand,Ranchi,Consumer,Furniture,Bookcases,Metal Bookcase,6,0.17,22400.43,2756.26
ORD-2024-01364,2024-01-13,2024-01-20,East,Bihar,Patna,Corporate,Technology,Phones,Feature Phone C,6,0.096,50523.7,11370.29
ORD-2024-01650,2024-01-14,2024-01-17,Central,Madhya Pradesh,Indore,Home Office,Furniture,Tables,Conference Table,5,0.04,33636.9,3375.1
ORD-2025-03893,2024-01-14,2024-01-15,Central,Madhya Pradesh,Indore,Home Office,Technology,Computers,Laptop Pro,1,0.141,8988.33,1167.65
ORD-2024-04112,2024-01-14,2024-01-19,South,Tamil Nadu,Coimbatore,Corporate,Technology,Accessories,Charger Y,3,0.193,9273.97,1670.84
ORD-2024-01592,2024-01-14,2024-01-21,Central,Madhya Pradesh,Indore,Corporate,Technology,Phones,Smartphone B,1,0.073,9027.6,1146.08
ORD-2024-00478,2024-01-14,2024-01-17,North,Uttar Pradesh,Noida,Home Office,Furniture,Tables,Office Table,2,0.01,14571.98,1417.45
ORD-2025-00415,2024-01-14,2024-01-17,East,Odisha,Cuttack,Corporate,Furniture,Chairs,Visitor Chair,1,0.175,4274.47,-173.74
ORD-2025-03853,2024-01-14,2024-01-21,Central,Jharkhand,Ranchi,Home Office,Office Supplies,Paper,Envelopes,1,0.106,126.25,8.74
ORD-2025-04521,2024-01-14,2024-01-19,Central,Jharkhand,Ranchi,Consumer,Furniture,Chairs,Ergo Chair,3,0.138,15222.64,1397.84
ORD-2025-02087,2024-01-15,2024-01-20,Central,Madhya Pradesh,Indore,Consumer,Office Supplies,Binders,Ring Binder,5,0.162,997.18,371.69
ORD-2024-05740,2024-01-15,2024-01-20,West,Maharashtra,Mumbai,Corporate,Technology,Computers,Laptop Air,4,0.104,50331.09,4585.87
ORD-2025-00233,2024-01-15,2024-01-18,West,Goa,Panaji,Consumer,Technology,Phones,Smartphone A,4,0.015,36091.43,3931.3
ORD-2025-04557,2024-01-15,2024-01-19,East,Assam,Guwahati,Corporate,Technology,Computers,Desktop Mini,7,0.138,61558.7,12713.57
ORD-2025-05615,2024-01-16,2024-01-21,East,Odisha,Bhubaneswar,Corporate,Technology,Computers,Laptop Pro,6,0.064,60055.42,16116.61
ORD-2025-01527,2024-01-16,2024-01-20,Central,Madhya Pradesh,Indore,Corporate,Furniture,Tables,Office Table,7,0.039,28672.81,3575.0
ORD-2024-02168,2024-01-16,2024-01-20,South,Telangana,Hyderabad,Consumer,Technology,Computers,Laptop Pro,6,0.184,51010.23,6831.05
ORD-2024-00540,2024-01-16,2024-01-20,Central,Madhya Pradesh,Bhopal,Consumer,Furniture,Bookcases,Wood Bookcase,1,0.055,3972.81,9.64
ORD-2024-00300,2024-01-16,2024-01-17,North,Punjab,Ludhiana,Corporate,Furniture,Tables,Conference Table,5,0.057,34718.96,365.06
ORD-2025-05029,2024-01-16,2024-01-20,West,Maharashtra,Nagpur,Consumer,Furniture,Chairs,Gaming Chair,3,0.16,8222.62,-1929.58
ORD-2024-05890,2024-01-16,2024-01-18,Central,Chhattisgarh,Raipur,Home Office,Furniture,Chairs,Ergo Chair,2,0.155,7013.16,85.53
ORD-2025-05405,2024-01-16,2024-01-21,Central,Chhattisgarh,Raipur,Consumer,Technology,Computers,Laptop Pro,5,0.053,55194.33,13540.3
ORD-2025-03799,2024-01-16,2024-01-19,South,Telangana,Hyderabad,Consumer,Office Supplies,Binders,Sheet Protectors,2,0.0,482.13,129.72
ORD-2025-04057,2024-01-16,2024-01-17,West,Gujarat,Surat,Corporate,Technology,Phones,Smartphone B,5,0.19,34112.4,5552.25
ORD-2024-03784,2024-01-16,2024-01-22,South,Tamil Nadu,Coimbatore,Corporate,Technology,Accessories,Powerbank Z,7,0.049,23560.57,5331.35
ORD-2025-04071,2024-01-17,2024-01-19,Central,Jharkhand,Ranchi,Consumer,Technology,Computers,Desktop Mini,6,0.106,61262.45,7705.62
ORD-2024-00272,2024-01-17,2024-01-19,West,Rajasthan,Udaipur,Home Office,Furniture,Chairs,Ergo Chair,1,0.0,5090.2,-111.12
ORD-2024-00170,2024-01-17,2024-01-21,South,Karnataka,Bengaluru,Consumer,Office Supplies,Art,Stapler,6,0.172,986.59,42.65
ORD-2024-03800,2024-01-17,2024-01-19,South,Tamil Nadu,Chennai,Consumer,Furniture,Chairs,Visitor Chair,2,0.081,8098.9,659.03
ORD-2025-00369,2024-01-17,2024-01-22,West,Goa,Panaji,Home Office,Furniture,Chairs,Gaming Chair,3,0.0,13277.19,597.99
ORD-2024-01742,2024-01-17,2024-01-19,East,Assam,Guwahati,Home Office,Furniture,Tables,Conference Table,2,0.0,12148.58,1440.25
ORD-2025-02135,2024-01-17,2024-01-20,North,Uttar Pradesh,Kanpur,Home Office,Office Supplies,Storage,Label Maker,5,0.065,1644.46,528.86
ORD-2025-01165,2024-01-17,2024-01-18,West,Goa,Panaji,Consumer,Furniture,Chairs,Visitor Chair,4,0.0,25755.07,1978.84
ORD-2024-02708,2024-01-18,2024-01-22,South,Telangana,Hyderabad,Home Office,Furniture,Bookcases,Wood Bookcase,6,0.185,22453.1,1166.18
ORD-2024-03438,2024-01-18,2024-01-22,West,Rajasthan,Udaipur,Consumer,Office Supplies,Binders,Ring Binder,7,0.022,1683.33,372.36
ORD-2024-03942,2024-01-18,2024-01-19,South,Karnataka,Mysuru,Corporate,Office Supplies,Paper,Envelopes,1,0.235,116.04,29.95
ORD-2024-00820,2024-01-18,2024-01-20,Central,Jharkhand,Ranchi,Consumer,Furniture,Chairs,Ergo Chair,6,0.163,24731.82,610.98
ORD-2025-01781,2024-01-18,2024-01-19,North,Haryana,Gurugram,Corporate,Office Supplies,Paper,Envelopes,1,0.083,138.36,14.86
ORD-2024-02258,2024-01-18,2024-01-24,Central,Madhya Pradesh,Bhopal,Consumer,Technology,Accessories,Powerbank Z,1,0.136,3420.2,527.15
ORD-2025-03305,2024-01-18,2024-01-19,Central,Madhya Pradesh,Bhopal,Home Office,Technology,Computers,Desktop Mini,4,0.107,53073.42,6757.99
ORD-2025-05767,2024-01-18,2024-01-19,East,Odisha,Bhubaneswar,Home Office,Office Supplies,Art,Markers Set,7,0.0,1480.17,377.4
ORD-2025-03115,2024-01-18,2024-01-21,East,West Bengal,Kolkata,Consumer,Technology,Accessories,Charger Y,5,0.032,18744.49,4605.68
ORD-2024-04694,2024-01-18,2024-01-20,West,Maharashtra,Pune,Consumer,Technology,Computers,Laptop Air,5,0.08,49714.96,3519.1
ORD-2024-00454,2024-01-19,2024-01-25,Central,Jharkhand,Ranchi,Home Office,Office Supplies,Paper,Notepad,4,0.083,418.69,105.9
ORD-2025-00429,2024-01-19,2024-01-24,West,Maharashtra,Nagpur,Corporate,Office Supplies,Storage,Desk Organizer,1,0.131,331.21,48.33
ORD-2024-05156,2024-01-19,2024-01-22,Central,Chhattisgarh,Raipur,Consumer,Technology,Computers,Desktop Mini,3,0.087,26749.0,2662.28
ORD-2024-01178,2024-01-19,2024-01-22,Central,Madhya Pradesh,Bhopal,Corporate,Furniture,Tables,Side Table,2,0.08,9905.71,1611.13
ORD-2025-04255,2024-01-19,2024-01-24,West,Goa,Panaji,Corporate,Technology,Phones,Smartphone A,3,0.05,24686.12,5461.87
ORD-2025-05399,2024-01-19,2024-01-21,North,Delhi,New Delhi,Consumer,Furniture,Bookcases,Wood Bookcase,7,0.074,37447.21,2642.44
ORD-2025-01397,2024-01-19,2024-01-24,East,Odisha,Cuttack,Consumer,Office Supplies,Storage,Desk Organizer,2,0.0,534.89,69.92
ORD-2024-05108,2024-01-19,2024-01-24,North,Haryana,Faridabad,Consumer,Technology,Accessories,Charger Y,7,0.081,22921.69,2822.97
ORD-2025-04907,2024-01-19,2024-01-22,Central,Chhattisgarh,Raipur,Consumer,Technology,Accessories,Headphones X,1,0.136,3563.54,636.72
ORD-2024-03992,2024-01-19,2024-01-24,North,Delhi,New Delhi,Home Office,Technology,Phones,Feature Phone C,7,0.132,61243.12,10651.17
ORD-2025-04639,2024-01-20,2024-01-26,North,Delhi,New Delhi,Corporate,Office Supplies,Art,Pen Pack,1,0.148,170.98,26.9
ORD-2024-02220,2024-01-20,2024-01-23,East,West Bengal,Kolkata,Corporate,Office Supplies,Art,Pen Pack,3,0.0,594.28,93.28
ORD-2024-02632,2024-01-20,2024-01-22,West,Rajasthan,Jaipur,Home Office,Technology,Accessories,Powerbank Z,2,0.09,7075.72,710.27
ORD-2025-05523,2024-01-20,2024-01-21,West,Goa,Panaji,Consumer,Furniture,Tables,Side Table,3,0.128,15432.67,215.76
ORD-2024-03482,2024-01-20,2024-01-26,Central,Chhattisgarh,Raipur,Corporate,Technology,Computers,Desktop Mini,7,0.027,81985.9,14916.68
ORD-2025-02407,2024-01-20,2024-01-24,Central,Chhattisgarh,Raipur,Home Office,Furniture,Tables,Office Table,5,0.128,26281.8,3152.98
ORD-2024-02326,2024-01-20,2024-01-21,North,Uttar Pradesh,Lucknow,Corporate,Furniture,Chairs,Ergo Chair,1,0.18,3618.61,756.21
ORD-2024-02466,2024-01-20,2024-01-24,Central,Madhya Pradesh,Indore,Home Office,Technology,Phones,Smartphone A,4,0.132,30809.48,6618.14
ORD-2024-05624,2024-01-21,2024-01-26,Central,Madhya Pradesh,Bhopal,Consumer,Furniture,Tables,Side Table,2,0.124,12452.37,1202.51
ORD-2025-04709,2024-01-21,2024-01-28,West,Goa,Panaji,Corporate,Technology,Computers,Laptop Air,6,0.019,75826.69,22163.36
ORD-2025-00829,2024-01-22,2024-01-29,East,Assam,Guwahati,Corporate,Office Supplies,Art,Stapler,5,0.0,792.31,197.91
ORD-2025-01491,2024-01-22,2024-01-28,Central,Jharkhand,Ranchi,Consumer,Furniture,Chairs,Visitor Chair,5,0.094,20977.14,-866.89
ORD-2024-01588,2024-01-22,2024-01-23,South,Kerala,Kochi,Consumer,Furniture,Bookcases,Wood Bookcase,3,0.114,11739.03,2679.12
ORD-2024-01942,2024-01-22,2024-01-23,East,Odisha,Bhubaneswar,Home Office,Furniture,Bookcases,Wood Bookcase,1,0.087,5375.18,443.54
ORD-2025-05423,2024-01-22,2024-01-23,East,Bihar,Patna,Home Office,Furniture,Bookcases,Metal Bookcase,2,0.056,10098.71,1351.42
ORD-2025-03533,2024-01-22,2024-01-29,South,Karnataka,Mysuru,Home Office,Furniture,Bookcases,Wood Bookcase,2,0.027,9210.42,-187.31
ORD-2024-01298,2024-01-22,2024-01-26,North,Delhi,New Delhi,Home Office,Office Supplies,Paper,Copy Paper,1,0.035,184.62,25.58
ORD-2025-04529,2024-01-22,2024-01-26,North,Haryana,Faridabad,Corporate,Office Supplies,Binders,Sheet Protectors,7,0.0,1974.09,490.66
ORD-2024-03454,2024-01-23,2024-01-26,South,Kerala,Thiruvananthapuram,Home Office,Technology,Phones,Smartphone B,7,0.077,60148.39,9760.3
ORD-2025-02947,2024-01-23,2024-01-27,South,Tamil Nadu,Coimbatore,Corporate,Technology,Phones,Smartphone A,6,0.0,53620.78,1987.12
ORD-2025-04525,2024-01-23,2024-01-29,West,Gujarat,Surat,Home Office,Technology,Computers,Desktop Mini,2,0.0,19010.13,4198.24
ORD-2025-01867,2024-01-23,2024-01-28,Central,Madhya Pradesh,Indore,Consumer,Furniture,Tables,Side Table,4,0.0,21500.41,4471.6
ORD-2024-00138,2024-01-23,2024-01-26,West,Rajasthan,Jaipur,Corporate,Technology,Accessories,Powerbank Z,4,0.064,15009.15,1849.8
ORD-2024-05114,2024-01-23,2024-01-26,North,Haryana,Gurugram,Corporate,Furniture,Bookcases,Metal Bookcase,3,0.08,10468.03,1429.55
ORD-2024-01534,2024-01-23,2024-01-24,Central,Chhattisgarh,Raipur,Corporate,Technology,Phones,Smartphone B,1,0.1,7514.04,931.18
ORD-2024-02556,2024-01-23,2024-01-28,West,Goa,Panaji,Corporate,Furniture,Chairs,Visitor Chair,7,0.097,26545.2,-2051.17
ORD-2025-04155,2024-01-23,2024-01-30,North,Haryana,Faridabad,Home Office,Technology,Accessories,Headphones X,1,0.112,4505.24,785.59
ORD-2025-00385,2024-01-24,2024-01-29,South,Telangana,Hyderabad,Consumer,Office Supplies,Binders,Sheet Protectors,3,0.018,709.97,168.91
ORD-2025-04239,2024-01-24,2024-01-29,North,Uttar Pradesh,Lucknow,Corporate,Furniture,Bookcases,Metal Bookcase,3,0.045,15935.54,1734.53
ORD-2024-03678,2024-01-24,2024-01-29,North,Delhi,New Delhi,Home Office,Furniture,Chairs,Ergo Chair,2,0.069,8794.61,1080.56
ORD-2024-04636,2024-01-24,2024-01-29,West,Rajasthan,Jaipur,Consumer,Furniture,Bookcases,Metal Bookcase,1,0.0,5969.4,682.92
ORD-2024-05204,2024-01-24,2024-01-26,South,Kerala,Kochi,Home Office,Office Supplies,Storage,Label Maker,3,0.106,698.66,127.12
ORD-2025-04031,2024-01-24,2024-01-25,South,Tamil Nadu,Coimbatore,Corporate,Office Supplies,Storage,Desk Organizer,4,0.045,976.95,74.19
ORD-2024-02260,2024-01-24,2024-01-26,Central,Madhya Pradesh,Indore,Consumer,Office Supplies,Binders,File Folder,5,0.188,906.39,67.55
ORD-2024-05390,2024-01-24,2024-01-27,West,Gujarat,Gandhinagar,Corporate,Technology,Accessories,Charger Y,3,0.073,9725.22,831.47
ORD-2024-02496,2024-01-24,2024-01-30,Central,Jharkhand,Ranchi,Home Office,Furniture,Chairs,Ergo Chair,2,0.0,11638.75,-2878.22
ORD-2024-00786,2024-01-24,2024-01-26,East,West Bengal,Kolkata,Home Office,Furniture,Chairs,Visitor Chair,5,0.046,20455.55,3630.02
ORD-2024-05494,2024-01-25,2024-01-30,Central,Jharkhand,Ranchi,Home Office,Technology,Phones,Smartphone A,4,0.0,32166.37,-4970.05
ORD-2025-04299,2024-01-25,2024-01-29,West,Goa,Panaji,Consumer,Technology,Computers,Desktop Mini,6,0.0,53248.05,10862.86
ORD-2025-05461,2024-01-25,2024-01-26,East,Bihar,Patna,Corporate,Technology,Accessories,Charger Y,3,0.128,8089.12,1257.2
